source_event_id,substation_id,feature,event_value,true_negative_mean,true_negative_std,hard_normal_mean,positive_mean,z_vs_true_negative,abs_z_vs_true_negative,abs_diff_to_true_negative,abs_diff_to_positive,closer_group,rank_abs_z_within_event,is_top_deviation
8,6,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,-0.1728935185185207,1.603506601508916,2.132112298103718,0.5812528935185182,-1.0089042443064187,-0.8331644264738549,0.8331644264738549,1.7764001200274369,0.8360107257878979,positive,3.0,True
8,6,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,-3.078009259259261,-1.945243484224966,1.7668341769608846,-1.1472858796296301,1.2157490079365083,-0.6411273846778055,0.6411273846778055,1.132765775034295,4.293758267195769,true_negative,6.0,False
8,6,outdoor_temperature__last_minus_first,-0.0699999999999967,-2.506018518518519,3.3523017423673673,0.06250000000000011,0.18809523809523782,0.7266704210218935,0.7266704210218935,2.436018518518522,0.2580952380952345,positive,4.0,False
8,6,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,0.6668749999999939,0.31882407407407326,2.4341801776942167,0.7327864583333334,-1.6412599925235798,0.1429848657528765,0.1429848657528765,0.34805092592592063,2.3081349925235735,true_negative,10.0,False
8,6,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,1.9352384259259277,0.7367076826744061,1.7574292297793428,0.19940480324074228,-3.560077783389034,0.6819795203941187,0.6819795203941187,1.1985307432515215,5.495316209314962,true_negative,5.0,False
8,6,p_net_meter_flow__last_1d_std_minus_prev_6d_std,2.140296229759997,-12.964503085169516,98.1104232312244,-54.17853889196506,-131.5714958581188,0.15395713133691075,0.15395713133691075,15.104799314929513,133.7117920878788,true_negative,9.0,False
8,6,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,1.9554976851851824,0.6858795058466427,2.0730512767067744,0.029524429114375916,-4.9526124697737695,0.6124393514064161,0.6124393514064161,1.2696181793385397,6.908110154958952,true_negative,7.0,False
8,6,p_return_gap__last_1d_mean_minus_prev_6d_mean,-0.020259259259259,0.08556042626022291,1.8336202869213905,0.10868746391197959,2.5199855066569072,-0.05771079556343201,0.05771079556343201,0.10581968551948191,2.5402447659161664,true_negative,13.0,False
8,6,p_return_gap__last_minus_first,0.120000000000001,0.7747950617283962,7.751667219940488,-0.5064583333333321,4.7944047619047625,-0.08447151343700514,0.08447151343700514,0.6547950617283952,4.6744047619047615,true_negative,11.0,False
8,6,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,1.53505073302469,1.3673340967731409,2.778700337506616,0.4883563126928987,-4.317134194778085,0.060357942879887765,0.060357942879887765,0.1677166362515492,5.852184927802774,true_negative,12.0,False
8,6,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,-1.8842949141968892,-0.8790260659770041,1.8194900647601377,-0.6497999893998069,-1.8363851619443108,-0.5525003228596409,0.5525003228596409,1.005268848219885,0.04790975225257843,positive,8.0,False
8,6,s_hc1_supply_temperature_error__last_minus_first,-10.330000000000002,-0.2287962962962973,5.631358191313634,-6.071249999999997,-5.62,-1.793741999804737,1.793741999804737,10.101203703703705,4.710000000000002,positive,1.0,True
8,6,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6.232616705246919,1.3231011159693664,3.090837292228106,3.5173236159336403,-5.361800221348484,1.5884095877911473,1.5884095877911473,4.909515589277552,11.594416926595404,true_negative,2.0,True
19,8,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,-1.5215277777777771,1.603506601508916,2.132112298103718,0.5812528935185182,-1.0089042443064187,-1.465698773027139,1.465698773027139,3.125034379286693,0.5126235334713585,positive,2.0,True
19,8,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,-0.4472222222222219,-1.945243484224966,1.7668341769608846,-1.1472858796296301,1.2157490079365083,0.8478561720939068,0.8478561720939068,1.498021262002744,1.6629712301587303,true_negative,6.0,False
19,8,outdoor_temperature__last_minus_first,3.25,-2.506018518518519,3.3523017423673673,0.06250000000000011,0.18809523809523782,1.7170347304278364,1.7170347304278364,5.756018518518519,3.061904761904762,positive,1.0,True
19,8,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,1.4444444444444429,0.31882407407407326,2.4341801776942167,0.7327864583333334,-1.6412599925235798,0.4624227822924005,0.4624227822924005,1.1256203703703695,3.0857044369680224,true_negative,9.0,False
19,8,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,1.7191550925925867,0.7367076826744061,1.7574292297793428,0.19940480324074228,-3.560077783389034,0.5590253042744336,0.5590253042744336,0.9824474099181806,5.27923287598162,true_negative,7.0,False
19,8,p_net_meter_flow__last_1d_std_minus_prev_6d_std,15.01996790485616,-12.964503085169516,98.1104232312244,-54.17853889196506,-131.5714958581188,0.2852344334920716,0.2852344334920716,27.984470990025677,146.59146376297497,true_negative,11.0,False
19,8,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,1.554986105328389,0.6858795058466427,2.0730512767067744,0.029524429114375916,-4.9526124697737695,0.4192402808590433,0.4192402808590433,0.8691065994817464,6.5075985751021586,true_negative,10.0,False
19,8,p_return_gap__last_1d_mean_minus_prev_6d_mean,-0.2483123057408716,0.08556042626022291,1.8336202869213905,0.10868746391197959,2.5199855066569072,-0.1820838994760795,0.1820838994760795,0.3338727320010945,2.768297812397779,true_negative,12.0,False
19,8,p_return_gap__last_minus_first,11.366666666666667,0.7747950617283962,7.751667219940488,-0.5064583333333321,4.7944047619047625,1.3663991634846766,1.3663991634846766,10.591871604938271,6.572261904761905,positive,3.0,True
19,8,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,-2.130497685185184,1.3673340967731409,2.778700337506616,0.4883563126928987,-4.317134194778085,-1.2588013665039532,1.2588013665039532,3.4978317819583244,2.186636509592901,positive,4.0,False
19,8,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,-0.64686976469992,-0.8790260659770041,1.8194900647601377,-0.6497999893998069,-1.8363851619443108,0.1275941571616601,0.1275941571616601,0.2321563012770841,1.1895153972443908,true_negative,13.0,False
19,8,s_hc1_supply_temperature_error__last_minus_first,2.8500000000000014,-0.2287962962962973,5.631358191313634,-6.071249999999997,-5.62,0.5467235774569161,0.5467235774569161,3.0787962962962987,8.470000000000002,true_negative,8.0,False
19,8,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,-2.207291666666663,1.3231011159693664,3.090837292228106,3.5173236159336403,-5.361800221348484,-1.1422124327000918,1.1422124327000918,3.5303927826360293,3.1545085546818212,positive,5.0,False
27,12,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,-3.885416666666672,1.603506601508916,2.132112298103718,0.5812528935185182,-1.0089042443064187,-2.574406269809235,2.574406269809235,5.488923268175588,2.8765124223602534,positive,2.0,True
27,12,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,2.69166666666667,-1.945243484224966,1.7668341769608846,-1.1472858796296301,1.2157490079365083,2.624417283385101,2.624417283385101,4.6369101508916355,1.4759176587301617,positive,1.0,True
27,12,outdoor_temperature__last_minus_first,-0.6000000000000014,-2.506018518518519,3.3523017423673673,0.06250000000000011,0.18809523809523782,0.5685700945203409,0.5685700945203409,1.9060185185185174,0.7880952380952393,positive,4.0,False
27,12,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,-0.1291666666666628,0.31882407407407326,2.4341801776942167,0.7327864583333334,-1.6412599925235798,-0.18404173398745546,0.18404173398745546,0.4479907407407361,1.512093325856917,true_negative,10.0,False
27,12,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,0.0703125,0.7367076826744061,1.7574292297793428,0.19940480324074228,-3.560077783389034,-0.3791874923794664,0.3791874923794664,0.6663951826744061,3.630390283389034,true_negative,9.0,False
27,12,p_net_meter_flow__last_1d_std_minus_prev_6d_std,2.906777295540067,-12.964503085169516,98.1104232312244,-54.17853889196506,-131.5714958581188,0.16176956390560576,0.16176956390560576,15.871280380709583,134.47827315365885,true_negative,11.0,False
27,12,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,0.8668981481481453,0.6858795058466427,2.0730512767067744,0.029524429114375916,-4.9526124697737695,0.0873199058486709,0.0873199058486709,0.18101864230150255,5.819510617921915,true_negative,12.0,False
27,12,p_return_gap__last_1d_mean_minus_prev_6d_mean,-0.7965856481481488,0.08556042626022291,1.8336202869213905,0.10868746391197959,2.5199855066569072,-0.4810952849400877,0.4810952849400877,0.8821460744083717,3.316571154805056,true_negative,5.0,False
27,12,p_return_gap__last_minus_first,-5.900000000000002,0.7747950617283962,7.751667219940488,-0.5064583333333321,4.7944047619047625,-0.8610786392581546,0.8610786392581546,6.674795061728398,10.694404761904764,true_negative,3.0,True
27,12,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,0.1201388888888814,1.3673340967731409,2.778700337506616,0.4883563126928987,-4.317134194778085,-0.4488412050229903,0.4488412050229903,1.2471952078842594,4.437273083666966,true_negative,7.0,False
27,12,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,-0.0596886624035467,-0.8790260659770041,1.8194900647601377,-0.6497999893998069,-1.8363851619443108,0.45031155676108076,0.45031155676108076,0.8193374035734573,1.7766964995407641,true_negative,6.0,False
27,12,s_hc1_supply_temperature_error__last_minus_first,-0.2999999999999971,-0.2287962962962973,5.631358191313634,-6.071249999999997,-5.62,-0.012644143967530153,0.012644143967530153,0.0712037037036998,5.320000000000003,true_negative,13.0,False
27,12,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,-0.0305555555555585,1.3231011159693664,3.090837292228106,3.5173236159336403,-5.361800221348484,-0.43795791998779343,0.43795791998779343,1.353656671524925,5.3312446657929256,true_negative,8.0,False
33,3,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,3.5187499999999994,1.603506601508916,2.132112298103718,0.5812528935185182,-1.0089042443064187,0.8982844853877932,0.8982844853877932,1.9152433984910833,4.527654244306418,true_negative,3.0,True
33,3,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,1.8791666666666664,-1.945243484224966,1.7668341769608846,-1.1472858796296301,1.2157490079365083,2.164555225816361,2.164555225816361,3.8244101508916324,0.6634176587301581,positive,1.0,True
33,3,outdoor_temperature__last_minus_first,-3.95,-2.506018518518519,3.3523017423673673,0.06250000000000011,0.18809523809523782,-0.4307432899705961,0.4307432899705961,1.4439814814814813,4.138095238095238,true_negative,6.0,False
33,3,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,0.73888888888888,0.31882407407407326,2.4341801776942167,0.7327864583333334,-1.6412599925235798,0.17256931868236403,0.17256931868236403,0.4200648148148068,2.3801488814124596,true_negative,10.0,False
33,3,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,1.5047453703703724,0.7367076826744061,1.7574292297793428,0.19940480324074228,-3.560077783389034,0.4370233945593352,0.4370233945593352,0.7680376876959663,5.064823153759406,true_negative,4.0,False
33,3,p_net_meter_flow__last_1d_std_minus_prev_6d_std,-225.07700004378236,-12.964503085169516,98.1104232312244,-54.17853889196506,-131.5714958581188,-2.1619771882821355,2.1619771882821355,212.11249695861284,93.50550418566357,positive,2.0,True
33,3,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,1.569675925925921,0.6858795058466427,2.0730512767067744,0.029524429114375916,-4.9526124697737695,0.42632636732617013,0.42632636732617013,0.8837964200792783,6.52228839569969,true_negative,7.0,False
33,3,p_return_gap__last_1d_mean_minus_prev_6d_mean,-0.0649305555555556,0.08556042626022291,1.8336202869213905,0.10868746391197959,2.5199855066569072,-0.0820731439814345,0.0820731439814345,0.15049098181577852,2.584916062212463,true_negative,12.0,False
