source_id,final_class,event_type_binary,source_event_id,disturbance_row_id,substation_id,window_policy,window_start,window_end,coverage_rate,overlap_disturbance_count,hard_normal_tag,dataset,feature_set,feature_count,model,fold,y_true,probability_event,train_extra_rows_used,prediction_t0_4,prediction_t0_5,prediction_t0_6,prediction,error_type,threshold,balanced_accuracy,recall_event,normal_fpr
normal_0019,normal,normal,19.0,,8,normal_event_7d,2018-02-01 00:00:00,2018-02-08 00:00:00,1.0,0,review_required_normal,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.5362839429598499,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0031,normal,normal,31.0,,3,normal_event_7d,2019-09-01 00:00:00,2019-09-08 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.4668464387009814,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0033,normal,normal,33.0,,3,normal_event_7d,2019-01-11 00:00:00,2019-01-18 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.5065592127329509,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0055,normal,normal,55.0,,23,normal_event_7d,2017-10-06 00:00:00,2017-10-13 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.5766371526856258,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0061,normal,normal,61.0,,14,normal_event_7d,2019-12-05 00:00:00,2019-12-12 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.4695202726749894,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0068,normal,normal,68.0,,13,normal_event_7d,2019-12-20 00:00:00,2019-12-27 00:00:00,1.0,0,review_required_normal,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.6669829041836145,0,1,1,1,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0016,normal,normal,16.0,,17,normal_event_7d,2017-10-15 00:00:00,2017-10-22 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.5369242253621535,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0017,normal,normal,17.0,,2,normal_event_7d,2018-02-27 00:00:00,2018-03-06 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.44322449115227214,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0035,normal,normal,35.0,,11,normal_event_7d,2017-10-31 00:00:00,2017-11-07 00:00:00,1.0,0,hard_normal_metadata,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.4189232594338416,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0041,normal,normal,41.0,,2,normal_event_7d,2016-09-16 00:00:00,2016-09-23 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.5267678308087992,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0048,normal,normal,48.0,,11,normal_event_7d,2016-09-30 00:00:00,2016-10-07 00:00:00,1.0,0,hard_normal_metadata,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.4831883738327422,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0050,normal,normal,50.0,,17,normal_event_7d,2016-11-09 00:00:00,2016-11-16 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.42829982727474847,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0056,normal,normal,56.0,,2,normal_event_7d,2018-11-29 00:00:00,2018-12-06 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.49467906312047527,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0004,normal,normal,4.0,,15,normal_event_7d,2019-03-01 00:00:00,2019-03-08 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.42447976227175777,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0008,normal,normal,8.0,,6,normal_event_7d,2020-06-02 00:00:00,2020-06-09 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.45792341572731754,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0022,normal,normal,22.0,,5,normal_event_7d,2017-09-13 00:00:00,2017-09-20 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.45490621258790725,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0026,normal,normal,26.0,,4,normal_event_7d,2018-02-19 00:00:00,2018-02-26 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.44183278354595046,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0028,normal,normal,28.0,,7,normal_event_7d,2019-01-01 10:29:00,2019-01-08 10:29:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.5362057058493015,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0039,normal,normal,39.0,,15,normal_event_7d,2018-09-30 00:00:00,2018-10-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.4226558169900914,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0046,normal,normal,46.0,,4,normal_event_7d,2018-06-19 00:00:00,2018-06-26 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.45974995317736944,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0058,normal,normal,58.0,,5,normal_event_7d,2018-02-28 00:00:00,2018-03-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.4520179883310908,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
disturbance_0025,activity,activity,,25.0,7,activity_pre_7d,2015-11-05 00:00:00,2015-11-12 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.39961618108552605,0,0,0,0,0,FN,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0002,normal,normal,2.0,,9,normal_event_7d,2019-01-02 00:00:00,2019-01-09 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,0,0.5118411382898523,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0014,normal,normal,14.0,,26,normal_event_7d,2019-12-08 00:00:00,2019-12-15 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,0,0.4771244942314155,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0025,normal,normal,25.0,,20,normal_event_7d,2017-01-31 00:00:00,2017-02-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,0,0.44603296711977786,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0027,normal,normal,27.0,,12,normal_event_7d,2015-06-24 13:34:00,2015-07-01 13:34:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,0,0.6429479517157225,0,1,1,1,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0043,normal,normal,43.0,,25,normal_event_7d,2020-04-05 00:00:00,2020-04-12 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,0,0.44368915587587754,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0051,normal,normal,51.0,,20,normal_event_7d,2020-04-01 00:00:00,2020-04-08 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,0,0.46916641576072443,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0012,normal,normal,12.0,,19,normal_event_7d,2017-09-30 00:00:00,2017-10-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.4852502492445932,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0018,normal,normal,18.0,,16,normal_event_7d,2018-11-30 00:00:00,2018-12-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.5107676478989968,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0021,normal,normal,21.0,,1,normal_event_7d,2019-12-01 00:00:00,2019-12-08 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.5116453956689901,0,1,1,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0030,normal,normal,30.0,,16,normal_event_7d,2018-02-28 00:00:00,2018-03-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.47715256069952783,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0042,normal,normal,42.0,,22,normal_event_7d,2019-11-01 00:00:00,2019-11-08 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.4428111632299349,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0054,normal,normal,54.0,,22,normal_event_7d,2020-03-14 00:00:00,2020-03-21 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.47369346844546245,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0059,normal,normal,59.0,,22,normal_event_7d,2019-01-31 00:00:00,2019-02-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.4924928283601393,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0066,normal,normal,66.0,,19,normal_event_7d,2017-06-14 00:00:00,2017-06-21 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.43703610589078284,0,1,0,0,1,FP,0.4,0.4962962962962963,0.9925925925925926,1.0
normal_0019,normal,normal,19.0,,8,normal_event_7d,2018-02-01 00:00:00,2018-02-08 00:00:00,1.0,0,review_required_normal,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.5362839429598499,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0033,normal,normal,33.0,,3,normal_event_7d,2019-01-11 00:00:00,2019-01-18 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.5065592127329509,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0055,normal,normal,55.0,,23,normal_event_7d,2017-10-06 00:00:00,2017-10-13 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.5766371526856258,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0068,normal,normal,68.0,,13,normal_event_7d,2019-12-20 00:00:00,2019-12-27 00:00:00,1.0,0,review_required_normal,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.6669829041836145,0,1,1,1,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0003,fault,fault,,3.0,3,fault_pre_7d,2015-12-02 13:48:00,2015-12-09 13:48:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.45591094980632996,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0115,fault,fault,6.0,115.0,21,fault_pre_7d,2016-11-29 13:12:00,2016-12-06 13:12:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.4759951467841009,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0127,fault,fault,,127.0,23,fault_pre_7d,2016-05-25 08:39:00,2016-06-01 08:39:00,0.998015873015873,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.4992009293589974,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0072,activity,activity,,72.0,14,activity_pre_7d,2017-03-07 00:00:00,2017-03-14 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.4357381430793607,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0112,activity,activity,,112.0,21,activity_pre_7d,2015-02-27 00:00:00,2015-03-06 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.44954898967387197,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0114,activity,activity,,114.0,21,activity_pre_7d,2015-11-19 00:00:00,2015-11-26 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.48966132621050756,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0117,activity,activity,,117.0,21,activity_pre_7d,2017-03-07 00:00:00,2017-03-14 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.4477231997050591,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0016,normal,normal,16.0,,17,normal_event_7d,2017-10-15 00:00:00,2017-10-22 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.5369242253621535,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0041,normal,normal,41.0,,2,normal_event_7d,2016-09-16 00:00:00,2016-09-23 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,0,0.5267678308087992,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0053,fault,fault,5.0,53.0,11,fault_pre_7d,2018-11-16 08:30:00,2018-11-23 08:30:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,1,0.49393957453530246,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0054,task,task,,54.0,11,task_post_7d,2018-11-26 05:56:59,2018-12-03 05:56:59,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,1,0.4370976023708757,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0152,task,task,,152.0,29,task_post_7d,2019-09-16 17:40:34,2019-09-23 17:40:34,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,1,0.4869884585908603,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0045,activity,activity,,45.0,10,activity_pre_7d,2014-04-27 00:00:00,2014-05-04 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,1,0.46687171653729137,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0050,activity,activity,,50.0,11,activity_pre_7d,2015-11-30 00:00:00,2015-12-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,1,0.4724247141670291,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0082,activity,activity,,82.0,17,activity_pre_7d,2015-11-24 00:00:00,2015-12-01 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,1,0.4252700670291115,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0088,activity,activity,,88.0,18,activity_pre_7d,2014-03-25 00:00:00,2014-04-01 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,1,0.47569589421553926,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0164,activity,activity,,164.0,33,activity_pre_7d,2015-02-26 00:00:00,2015-03-05 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,1,0.4843000965306314,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0028,normal,normal,28.0,,7,normal_event_7d,2019-01-01 10:29:00,2019-01-08 10:29:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,0,0.5362057058493015,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0035,fault,fault,,35.0,7,fault_pre_7d,2019-12-13 18:20:00,2019-12-20 18:20:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4963897883964484,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0019,task,task,,19.0,6,task_post_7d,2019-04-17 06:49:46,2019-04-24 06:49:46,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4976489575791669,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0007,activity,activity,,7.0,4,activity_pre_7d,2015-02-20 00:00:00,2015-02-27 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.48929398233634325,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0009,activity,activity,,9.0,4,activity_pre_7d,2016-07-25 00:00:00,2016-08-01 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4667384726354199,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
