threshold,rows,accuracy,balanced_accuracy,roc_auc,precision_event,recall_event,f1_event,normal_fpr,tn,fp,fn,tp,dataset,feature_set,feature_count,model,fold,metric_scope,train_rows,train_extra_rows_used,test_rows,train_groups,test_groups,group_overlap_count
0.5,38,0.8157894736842105,0.7,0.7708333333333333,0.8709677419354839,0.9,0.8852459016393442,0.5,4,4,3,27,reference_low_overlap_hybrid,expanded154,154,logistic_balanced,5,fold,147.0,0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.5789473684210527,0.5958333333333333,0.7,0.85,0.5666666666666667,0.68,0.375,5,3,13,17,reference_low_overlap_hybrid,expanded154,154,random_forest_balanced_depth3,5,fold,147.0,0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.6052631578947368,0.75,0.8291666666666667,1.0,0.5,0.6666666666666666,0.0,8,0,15,15,reference_low_overlap_hybrid,expanded154,154,extra_trees_balanced_depth3,5,fold,147.0,0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,37,0.8378378378378378,0.5,0.5,0.8378378378378378,1.0,0.9117647058823529,1.0,0,6,0,31,strict_no_overlap,compact13,13,dummy_most_frequent,1,fold,136.0,0,37,1|2|3|4|5|6|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33,7|12|14|17|26,0
0.5,37,0.6486486486486487,0.5887096774193548,0.5591397849462365,0.875,0.6774193548387096,0.7636363636363637,0.5,3,3,10,21,strict_no_overlap,compact13,13,logistic_balanced,1,fold,136.0,0,37,1|2|3|4|5|6|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33,7|12|14|17|26,0
0.5,37,0.7027027027027027,0.6209677419354839,0.5913978494623656,0.8846153846153846,0.7419354838709677,0.8070175438596491,0.5,3,3,8,23,strict_no_overlap,compact13,13,random_forest_balanced_depth3,1,fold,136.0,0,37,1|2|3|4|5|6|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33,7|12|14|17|26,0
0.5,37,0.6216216216216216,0.5725806451612903,0.5698924731182795,0.8695652173913043,0.6451612903225806,0.7407407407407407,0.5,3,3,11,20,strict_no_overlap,compact13,13,extra_trees_balanced_depth3,1,fold,136.0,0,37,1|2|3|4|5|6|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33,7|12|14|17|26,0
0.5,36,0.7777777777777778,0.5,0.5,0.7777777777777778,1.0,0.875,1.0,0,8,0,28,strict_no_overlap,compact13,13,dummy_most_frequent,2,fold,137.0,0,36,1|2|3|7|8|9|10|11|12|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|13|15|18,0
0.5,36,0.6111111111111112,0.6607142857142857,0.7544642857142857,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.25,6,2,12,16,strict_no_overlap,compact13,13,logistic_balanced,2,fold,137.0,0,36,1|2|3|7|8|9|10|11|12|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|13|15|18,0
0.5,36,0.8333333333333334,0.7589285714285714,0.8258928571428572,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.375,5,3,3,25,strict_no_overlap,compact13,13,random_forest_balanced_depth3,2,fold,137.0,0,36,1|2|3|7|8|9|10|11|12|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|13|15|18,0
0.5,36,0.75,0.7946428571428572,0.90625,0.9523809523809523,0.7142857142857143,0.8163265306122449,0.125,7,1,8,20,strict_no_overlap,compact13,13,extra_trees_balanced_depth3,2,fold,137.0,0,36,1|2|3|7|8|9|10|11|12|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|13|15|18,0
0.5,35,0.7714285714285715,0.5,0.5,0.7714285714285715,1.0,0.8709677419354839,1.0,0,8,0,27,strict_no_overlap,compact13,13,dummy_most_frequent,3,fold,138.0,0,35,1|3|4|5|6|7|9|11|12|13|14|15|17|18|19|21|22|23|25|26|27|29|30|32|33,2|8|10|16|20|24|28|31,0
0.5,35,0.6,0.6527777777777778,0.7407407407407407,0.8823529411764706,0.5555555555555556,0.6818181818181818,0.25,6,2,12,15,strict_no_overlap,compact13,13,logistic_balanced,3,fold,138.0,0,35,1|3|4|5|6|7|9|11|12|13|14|15|17|18|19|21|22|23|25|26|27|29|30|32|33,2|8|10|16|20|24|28|31,0
0.5,35,0.6,0.5648148148148149,0.5925925925925926,0.8095238095238095,0.6296296296296297,0.7083333333333334,0.5,4,4,10,17,strict_no_overlap,compact13,13,random_forest_balanced_depth3,3,fold,138.0,0,35,1|3|4|5|6|7|9|11|12|13|14|15|17|18|19|21|22|23|25|26|27|29|30|32|33,2|8|10|16|20|24|28|31,0
0.5,35,0.5428571428571428,0.5717592592592593,0.6481481481481481,0.8235294117647058,0.5185185185185185,0.6363636363636364,0.375,5,3,13,14,strict_no_overlap,compact13,13,extra_trees_balanced_depth3,3,fold,138.0,0,35,1|3|4|5|6|7|9|11|12|13|14|15|17|18|19|21|22|23|25|26|27|29|30|32|33,2|8|10|16|20|24|28|31,0
0.5,34,0.8235294117647058,0.5,0.5,0.8235294117647058,1.0,0.9032258064516129,1.0,0,6,0,28,strict_no_overlap,compact13,13,dummy_most_frequent,4,fold,139.0,0,34,1|2|4|5|6|7|8|10|11|12|13|14|15|16|17|18|20|21|22|23|24|26|28|31|32|33,3|9|19|25|27|29|30,0
0.5,34,0.7647058823529411,0.6607142857142857,0.7321428571428571,0.8846153846153846,0.8214285714285714,0.8518518518518519,0.5,3,3,5,23,strict_no_overlap,compact13,13,logistic_balanced,4,fold,139.0,0,34,1|2|4|5|6|7|8|10|11|12|13|14|15|16|17|18|20|21|22|23|24|26|28|31|32|33,3|9|19|25|27|29|30,0
0.5,34,0.7647058823529411,0.7261904761904762,0.8035714285714286,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.3333333333333333,4,2,6,22,strict_no_overlap,compact13,13,random_forest_balanced_depth3,4,fold,139.0,0,34,1|2|4|5|6|7|8|10|11|12|13|14|15|16|17|18|20|21|22|23|24|26|28|31|32|33,3|9|19|25|27|29|30,0
0.5,34,0.7352941176470589,0.7083333333333333,0.8630952380952381,0.9130434782608695,0.75,0.8235294117647058,0.3333333333333333,4,2,7,21,strict_no_overlap,compact13,13,extra_trees_balanced_depth3,4,fold,139.0,0,34,1|2|4|5|6|7|8|10|11|12|13|14|15|16|17|18|20|21|22|23|24|26|28|31|32|33,3|9|19|25|27|29|30,0
0.5,31,0.7741935483870968,0.5,0.5,0.7741935483870968,1.0,0.8727272727272727,1.0,0,7,0,24,strict_no_overlap,compact13,13,dummy_most_frequent,5,fold,142.0,0,31,2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|24|25|26|27|28|29|30|31,1|11|21|22|23|32|33,0
0.5,31,0.6451612903225806,0.6696428571428572,0.7916666666666666,0.8823529411764706,0.625,0.7317073170731707,0.2857142857142857,5,2,9,15,strict_no_overlap,compact13,13,logistic_balanced,5,fold,142.0,0,31,2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|24|25|26|27|28|29|30|31,1|11|21|22|23|32|33,0
0.5,31,0.6774193548387096,0.5892857142857143,0.75,0.8181818181818182,0.75,0.782608695652174,0.5714285714285714,3,4,6,18,strict_no_overlap,compact13,13,random_forest_balanced_depth3,5,fold,142.0,0,31,2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|24|25|26|27|28|29|30|31,1|11|21|22|23|32|33,0
0.5,31,0.6451612903225806,0.6696428571428572,0.7916666666666667,0.8823529411764706,0.625,0.7317073170731707,0.2857142857142857,5,2,9,15,strict_no_overlap,compact13,13,extra_trees_balanced_depth3,5,fold,142.0,0,31,2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|24|25|26|27|28|29|30|31,1|11|21|22|23|32|33,0
0.5,37,0.8378378378378378,0.5,0.5,0.8378378378378378,1.0,0.9117647058823529,1.0,0,6,0,31,strict_no_overlap,expanded154,154,dummy_most_frequent,1,fold,136.0,0,37,1|2|3|4|5|6|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33,7|12|14|17|26,0
0.5,37,0.7837837837837838,0.6021505376344086,0.5752688172043011,0.8709677419354839,0.8709677419354839,0.8709677419354839,0.6666666666666666,2,4,4,27,strict_no_overlap,expanded154,154,logistic_balanced,1,fold,136.0,0,37,1|2|3|4|5|6|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33,7|12|14|17|26,0
0.5,37,0.8108108108108109,0.5510752688172043,0.6344086021505376,0.8529411764705882,0.9354838709677419,0.8923076923076924,0.8333333333333334,1,5,2,29,strict_no_overlap,expanded154,154,random_forest_balanced_depth3,1,fold,136.0,0,37,1|2|3|4|5|6|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33,7|12|14|17|26,0
0.5,37,0.6216216216216216,0.706989247311828,0.7043010752688171,0.9473684210526315,0.5806451612903226,0.72,0.16666666666666666,5,1,13,18,strict_no_overlap,expanded154,154,extra_trees_balanced_depth3,1,fold,136.0,0,37,1|2|3|4|5|6|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33,7|12|14|17|26,0
0.5,36,0.7777777777777778,0.5,0.5,0.7777777777777778,1.0,0.875,1.0,0,8,0,28,strict_no_overlap,expanded154,154,dummy_most_frequent,2,fold,137.0,0,36,1|2|3|7|8|9|10|11|12|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|13|15|18,0
0.5,36,0.8055555555555556,0.7857142857142857,0.8348214285714286,0.92,0.8214285714285714,0.8679245283018868,0.25,6,2,5,23,strict_no_overlap,expanded154,154,logistic_balanced,2,fold,137.0,0,36,1|2|3|7|8|9|10|11|12|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|13|15|18,0
0.5,36,0.8055555555555556,0.6964285714285714,0.8303571428571429,0.8620689655172413,0.8928571428571429,0.8771929824561403,0.5,4,4,3,25,strict_no_overlap,expanded154,154,random_forest_balanced_depth3,2,fold,137.0,0,36,1|2|3|7|8|9|10|11|12|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|13|15|18,0
0.5,36,0.6944444444444444,0.8035714285714286,0.875,1.0,0.6071428571428571,0.7555555555555555,0.0,8,0,11,17,strict_no_overlap,expanded154,154,extra_trees_balanced_depth3,2,fold,137.0,0,36,1|2|3|7|8|9|10|11|12|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|13|15|18,0
0.5,35,0.7714285714285715,0.5,0.5,0.7714285714285715,1.0,0.8709677419354839,1.0,0,8,0,27,strict_no_overlap,expanded154,154,dummy_most_frequent,3,fold,138.0,0,35,1|3|4|5|6|7|9|11|12|13|14|15|17|18|19|21|22|23|25|26|27|29|30|32|33,2|8|10|16|20|24|28|31,0
0.5,35,0.6571428571428571,0.6898148148148149,0.6666666666666666,0.8947368421052632,0.6296296296296297,0.7391304347826086,0.25,6,2,10,17,strict_no_overlap,expanded154,154,logistic_balanced,3,fold,138.0,0,35,1|3|4|5|6|7|9|11|12|13|14|15|17|18|19|21|22|23|25|26|27|29|30|32|33,2|8|10|16|20|24|28|31,0
0.5,35,0.6285714285714286,0.5833333333333333,0.6805555555555556,0.8181818181818182,0.6666666666666666,0.7346938775510204,0.5,4,4,9,18,strict_no_overlap,expanded154,154,random_forest_balanced_depth3,3,fold,138.0,0,35,1|3|4|5|6|7|9|11|12|13|14|15|17|18|19|21|22|23|25|26|27|29|30|32|33,2|8|10|16|20|24|28|31,0
0.5,35,0.34285714285714286,0.5300925925925926,0.6064814814814815,0.8333333333333334,0.18518518518518517,0.30303030303030304,0.125,7,1,22,5,strict_no_overlap,expanded154,154,extra_trees_balanced_depth3,3,fold,138.0,0,35,1|3|4|5|6|7|9|11|12|13|14|15|17|18|19|21|22|23|25|26|27|29|30|32|33,2|8|10|16|20|24|28|31,0
0.5,34,0.8235294117647058,0.5,0.5,0.8235294117647058,1.0,0.9032258064516129,1.0,0,6,0,28,strict_no_overlap,expanded154,154,dummy_most_frequent,4,fold,139.0,0,34,1|2|4|5|6|7|8|10|11|12|13|14|15|16|17|18|20|21|22|23|24|26|28|31|32|33,3|9|19|25|27|29|30,0
0.5,34,0.7352941176470589,0.7738095238095238,0.8511904761904763,0.9523809523809523,0.7142857142857143,0.8163265306122449,0.16666666666666666,5,1,8,20,strict_no_overlap,expanded154,154,logistic_balanced,4,fold,139.0,0,34,1|2|4|5|6|7|8|10|11|12|13|14|15|16|17|18|20|21|22|23|24|26|28|31|32|33,3|9|19|25|27|29|30,0
0.5,34,0.6764705882352942,0.6726190476190477,0.7976190476190476,0.9047619047619048,0.6785714285714286,0.7755102040816326,0.3333333333333333,4,2,9,19,strict_no_overlap,expanded154,154,random_forest_balanced_depth3,4,fold,139.0,0,34,1|2|4|5|6|7|8|10|11|12|13|14|15|16|17|18|20|21|22|23|24|26|28|31|32|33,3|9|19|25|27|29|30,0
0.5,34,0.5,0.5654761904761905,0.6726190476190476,0.8666666666666667,0.4642857142857143,0.6046511627906976,0.3333333333333333,4,2,15,13,strict_no_overlap,expanded154,154,extra_trees_balanced_depth3,4,fold,139.0,0,34,1|2|4|5|6|7|8|10|11|12|13|14|15|16|17|18|20|21|22|23|24|26|28|31|32|33,3|9|19|25|27|29|30,0
0.5,31,0.7741935483870968,0.5,0.5,0.7741935483870968,1.0,0.8727272727272727,1.0,0,7,0,24,strict_no_overlap,expanded154,154,dummy_most_frequent,5,fold,142.0,0,31,2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|24|25|26|27|28|29|30|31,1|11|21|22|23|32|33,0
0.5,31,0.7096774193548387,0.5089285714285714,0.6190476190476191,0.7777777777777778,0.875,0.8235294117647058,0.8571428571428571,1,6,3,21,strict_no_overlap,expanded154,154,logistic_balanced,5,fold,142.0,0,31,2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|24|25|26|27|28|29|30|31,1|11|21|22|23|32|33,0
0.5,31,0.6774193548387096,0.6398809523809523,0.7261904761904762,0.85,0.7083333333333334,0.7727272727272727,0.42857142857142855,4,3,7,17,strict_no_overlap,expanded154,154,random_forest_balanced_depth3,5,fold,142.0,0,31,2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|24|25|26|27|28|29|30|31,1|11|21|22|23|32|33,0
0.5,31,0.5806451612903226,0.7291666666666666,0.6428571428571428,1.0,0.4583333333333333,0.6285714285714286,0.0,7,0,13,11,strict_no_overlap,expanded154,154,extra_trees_balanced_depth3,5,fold,142.0,0,31,2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|24|25|26|27|28|29|30|31,1|11|21|22|23|32|33,0
0.5,37,0.8378378378378378,0.5,0.5,0.8378378378378378,1.0,0.9117647058823529,1.0,0,6,0,31,low_overlap_only,compact13,13,dummy_most_frequent,1,fold,133.0,0,37,1|2|4|5|6|7|9|10|11|12|15|16|17|18|19|20|22|24|25|26|27|28|29|30|31|32|33,3|8|13|14|21|23,0
0.5,37,0.6486486486486487,0.4543010752688172,0.5053763440860215,0.8214285714285714,0.7419354838709677,0.7796610169491526,0.8333333333333334,1,5,8,23,low_overlap_only,compact13,13,logistic_balanced,1,fold,133.0,0,37,1|2|4|5|6|7|9|10|11|12|15|16|17|18|19|20|22|24|25|26|27|28|29|30|31|32|33,3|8|13|14|21|23,0
0.5,37,0.7027027027027027,0.4865591397849462,0.5,0.8333333333333334,0.8064516129032258,0.819672131147541,0.8333333333333334,1,5,6,25,low_overlap_only,compact13,13,random_forest_balanced_depth3,1,fold,133.0,0,37,1|2|4|5|6|7|9|10|11|12|15|16|17|18|19|20|22|24|25|26|27|28|29|30|31|32|33,3|8|13|14|21|23,0
0.5,37,0.7027027027027027,0.553763440860215,0.5698924731182795,0.8571428571428571,0.7741935483870968,0.8135593220338984,0.6666666666666666,2,4,7,24,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,fold,133.0,0,37,1|2|4|5|6|7|9|10|11|12|15|16|17|18|19|20|22|24|25|26|27|28|29|30|31|32|33,3|8|13|14|21|23,0
0.5,32,0.78125,0.5,0.5,0.78125,1.0,0.8771929824561403,1.0,0,7,0,25,low_overlap_only,compact13,13,dummy_most_frequent,2,fold,138.0,0,32,1|3|4|5|6|7|8|9|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|30|31|32,2|10|11|17|18|29|33,0
0.5,32,0.625,0.7085714285714286,0.7714285714285715,0.9333333333333333,0.56,0.7,0.14285714285714285,6,1,11,14,low_overlap_only,compact13,13,logistic_balanced,2,fold,138.0,0,32,1|3|4|5|6|7|8|9|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|30|31|32,2|10|11|17|18|29|33,0
0.5,32,0.75,0.7371428571428571,0.8171428571428571,0.9047619047619048,0.76,0.8260869565217391,0.2857142857142857,5,2,6,19,low_overlap_only,compact13,13,random_forest_balanced_depth3,2,fold,138.0,0,32,1|3|4|5|6|7|8|9|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|30|31|32,2|10|11|17|18|29|33,0
0.5,32,0.6875,0.6971428571428572,0.777142857142857,0.8947368421052632,0.68,0.7727272727272727,0.2857142857142857,5,2,8,17,low_overlap_only,compact13,13,extra_trees_balanced_depth3,2,fold,138.0,0,32,1|3|4|5|6|7|8|9|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|30|31|32,2|10|11|17|18|29|33,0
0.5,37,0.7837837837837838,0.5,0.5,0.7837837837837838,1.0,0.8787878787878788,1.0,0,8,0,29,low_overlap_only,compact13,13,dummy_most_frequent,3,fold,133.0,0,37,1|2|3|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|7|15,0
0.5,37,0.5135135135135135,0.5991379310344828,0.6637931034482758,0.8666666666666667,0.4482758620689655,0.5909090909090909,0.25,6,2,16,13,low_overlap_only,compact13,13,logistic_balanced,3,fold,133.0,0,37,1|2|3|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|7|15,0
0.5,37,0.8108108108108109,0.7887931034482758,0.8275862068965517,0.9230769230769231,0.8275862068965517,0.8727272727272727,0.25,6,2,5,24,low_overlap_only,compact13,13,random_forest_balanced_depth3,3,fold,133.0,0,37,1|2|3|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|7|15,0
0.5,37,0.5945945945945946,0.6961206896551724,0.8663793103448276,0.9375,0.5172413793103449,0.6666666666666666,0.125,7,1,14,15,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,fold,133.0,0,37,1|2|3|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|7|15,0
0.5,34,0.8235294117647058,0.5,0.5,0.8235294117647058,1.0,0.9032258064516129,1.0,0,6,0,28,low_overlap_only,compact13,13,dummy_most_frequent,4,fold,136.0,0,34,1|2|3|4|5|6|7|8|10|11|13|14|15|16|17|18|19|21|22|23|27|29|30|31|32|33,9|12|20|24|25|26|28,0
0.5,34,0.6470588235294118,0.5892857142857143,0.6071428571428571,0.8636363636363636,0.6785714285714286,0.76,0.5,3,3,9,19,low_overlap_only,compact13,13,logistic_balanced,4,fold,136.0,0,34,1|2|3|4|5|6|7|8|10|11|13|14|15|16|17|18|19|21|22|23|27|29|30|31|32|33,9|12|20|24|25|26|28,0
0.5,34,0.7647058823529411,0.7261904761904762,0.636904761904762,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.3333333333333333,4,2,6,22,low_overlap_only,compact13,13,random_forest_balanced_depth3,4,fold,136.0,0,34,1|2|3|4|5|6|7|8|10|11|13|14|15|16|17|18|19|21|22|23|27|29|30|31|32|33,9|12|20|24|25|26|28,0
0.5,34,0.6470588235294118,0.6547619047619048,0.6904761904761905,0.9,0.6428571428571429,0.75,0.3333333333333333,4,2,10,18,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,fold,136.0,0,34,1|2|3|4|5|6|7|8|10|11|13|14|15|16|17|18|19|21|22|23|27|29|30|31|32|33,9|12|20|24|25|26|28,0
0.5,30,0.7333333333333333,0.5,0.5,0.7333333333333333,1.0,0.8461538461538461,1.0,0,8,0,22,low_overlap_only,compact13,13,dummy_most_frequent,5,fold,140.0,0,30,2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|20|21|23|24|25|26|28|29|33,1|16|19|22|27|30|31|32,0
0.5,30,0.8,0.7840909090909092,0.9147727272727273,0.9,0.8181818181818182,0.8571428571428571,0.25,6,2,4,18,low_overlap_only,compact13,13,logistic_balanced,5,fold,140.0,0,30,2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|20|21|23|24|25|26|28|29|33,1|16|19|22|27|30|31|32,0
0.5,30,0.6666666666666666,0.5738636363636364,0.6761363636363636,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.625,3,5,5,17,low_overlap_only,compact13,13,random_forest_balanced_depth3,5,fold,140.0,0,30,2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|20|21|23|24|25|26|28|29|33,1|16|19|22|27|30|31|32,0
0.5,30,0.8666666666666667,0.8295454545454546,0.8863636363636364,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.25,6,2,2,20,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,fold,140.0,0,30,2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|20|21|23|24|25|26|28|29|33,1|16|19|22|27|30|31|32,0
0.5,37,0.8378378378378378,0.5,0.5,0.8378378378378378,1.0,0.9117647058823529,1.0,0,6,0,31,low_overlap_only,expanded154,154,dummy_most_frequent,1,fold,133.0,0,37,1|2|4|5|6|7|9|10|11|12|15|16|17|18|19|20|22|24|25|26|27|28|29|30|31|32|33,3|8|13|14|21|23,0
0.5,37,0.7297297297297297,0.5698924731182795,0.5806451612903225,0.8620689655172413,0.8064516129032258,0.8333333333333334,0.6666666666666666,2,4,6,25,low_overlap_only,expanded154,154,logistic_balanced,1,fold,133.0,0,37,1|2|4|5|6|7|9|10|11|12|15|16|17|18|19|20|22|24|25|26|27|28|29|30|31|32|33,3|8|13|14|21|23,0
0.5,37,0.5945945945945946,0.3548387096774194,0.4946236559139785,0.7857142857142857,0.7096774193548387,0.7457627118644068,1.0,0,6,9,22,low_overlap_only,expanded154,154,random_forest_balanced_depth3,1,fold,133.0,0,37,1|2|4|5|6|7|9|10|11|12|15|16|17|18|19|20|22|24|25|26|27|28|29|30|31|32|33,3|8|13|14|21|23,0
0.5,37,0.5405405405405406,0.5241935483870968,0.5913978494623656,0.85,0.5483870967741935,0.6666666666666666,0.5,3,3,14,17,low_overlap_only,expanded154,154,extra_trees_balanced_depth3,1,fold,133.0,0,37,1|2|4|5|6|7|9|10|11|12|15|16|17|18|19|20|22|24|25|26|27|28|29|30|31|32|33,3|8|13|14|21|23,0
0.5,32,0.78125,0.5,0.5,0.78125,1.0,0.8771929824561403,1.0,0,7,0,25,low_overlap_only,expanded154,154,dummy_most_frequent,2,fold,138.0,0,32,1|3|4|5|6|7|8|9|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|30|31|32,2|10|11|17|18|29|33,0
0.5,32,0.84375,0.8485714285714285,0.8685714285714284,0.9545454545454546,0.84,0.8936170212765957,0.14285714285714285,6,1,4,21,low_overlap_only,expanded154,154,logistic_balanced,2,fold,138.0,0,32,1|3|4|5|6|7|8|9|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|30|31|32,2|10|11|17|18|29|33,0
0.5,32,0.71875,0.6657142857142857,0.7828571428571428,0.8636363636363636,0.76,0.8085106382978723,0.42857142857142855,4,3,6,19,low_overlap_only,expanded154,154,random_forest_balanced_depth3,2,fold,138.0,0,32,1|3|4|5|6|7|8|9|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|30|31|32,2|10|11|17|18|29|33,0
0.5,32,0.71875,0.7685714285714286,0.7542857142857142,0.9444444444444444,0.68,0.7906976744186046,0.14285714285714285,6,1,8,17,low_overlap_only,expanded154,154,extra_trees_balanced_depth3,2,fold,138.0,0,32,1|3|4|5|6|7|8|9|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|30|31|32,2|10|11|17|18|29|33,0
0.5,37,0.7837837837837838,0.5,0.5,0.7837837837837838,1.0,0.8787878787878788,1.0,0,8,0,29,low_overlap_only,expanded154,154,dummy_most_frequent,3,fold,133.0,0,37,1|2|3|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|7|15,0
0.5,37,0.7837837837837838,0.7262931034482758,0.8362068965517241,0.8888888888888888,0.8275862068965517,0.8571428571428571,0.375,5,3,5,24,low_overlap_only,expanded154,154,logistic_balanced,3,fold,133.0,0,37,1|2|3|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|7|15,0
0.5,37,0.7567567567567568,0.6637931034482758,0.8448275862068965,0.8571428571428571,0.8275862068965517,0.8421052631578947,0.5,4,4,5,24,low_overlap_only,expanded154,154,random_forest_balanced_depth3,3,fold,133.0,0,37,1|2|3|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|7|15,0
0.5,37,0.6486486486486487,0.7758620689655172,0.8793103448275862,1.0,0.5517241379310345,0.7111111111111111,0.0,8,0,13,16,low_overlap_only,expanded154,154,extra_trees_balanced_depth3,3,fold,133.0,0,37,1|2|3|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33,4|5|6|7|15,0
0.5,34,0.8235294117647058,0.5,0.5,0.8235294117647058,1.0,0.9032258064516129,1.0,0,6,0,28,low_overlap_only,expanded154,154,dummy_most_frequent,4,fold,136.0,0,34,1|2|3|4|5|6|7|8|10|11|13|14|15|16|17|18|19|21|22|23|27|29|30|31|32|33,9|12|20|24|25|26|28,0
0.5,34,0.7352941176470589,0.7738095238095238,0.761904761904762,0.9523809523809523,0.7142857142857143,0.8163265306122449,0.16666666666666666,5,1,8,20,low_overlap_only,expanded154,154,logistic_balanced,4,fold,136.0,0,34,1|2|3|4|5|6|7|8|10|11|13|14|15|16|17|18|19|21|22|23|27|29|30|31|32|33,9|12|20|24|25|26|28,0
0.5,34,0.7941176470588235,0.8095238095238095,0.8154761904761906,0.9565217391304348,0.7857142857142857,0.8627450980392157,0.16666666666666666,5,1,6,22,low_overlap_only,expanded154,154,random_forest_balanced_depth3,4,fold,136.0,0,34,1|2|3|4|5|6|7|8|10|11|13|14|15|16|17|18|19|21|22|23|27|29|30|31|32|33,9|12|20|24|25|26|28,0
0.5,34,0.4411764705882353,0.6607142857142857,0.7916666666666666,1.0,0.32142857142857145,0.4864864864864865,0.0,6,0,19,9,low_overlap_only,expanded154,154,extra_trees_balanced_depth3,4,fold,136.0,0,34,1|2|3|4|5|6|7|8|10|11|13|14|15|16|17|18|19|21|22|23|27|29|30|31|32|33,9|12|20|24|25|26|28,0
