dataset,feature_variant,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count,removed_high_missing_features,feature_count,threshold,rows,accuracy,balanced_accuracy,macro_f1,roc_auc,normal_precision,normal_recall,normal_f1,activity_precision,activity_recall,activity_f1,normal_support,activity_support,normal_fpr,tn,fp,fn,tp,fold_balanced_accuracy_std,fold_activity_recall_std,fold_normal_fpr_std
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,3,fold,62.0,15,2|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|24|25|33,1|3|5|21|26,0,,13,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,9,0.0,6,0,0,9,,,
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,3,fold,62.0,15,2|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|24|25|33,1|3|5|21|26,0,,13,0.6,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,9,0.0,6,0,0,9,,,
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,4,fold,60.0,17,1|2|3|5|8|9|10|11|12|13|14|16|17|18|20|21|22|23|24|25|26|33,4|6|7|15|19,0,,13,0.4,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,4,fold,60.0,17,1|2|3|5|8|9|10|11|12|13|14|16|17|18|20|21|22|23|24|25|26|33,4|6|7|15|19,0,,13,0.5,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,4,fold,60.0,17,1|2|3|5|8|9|10|11|12|13|14|16|17|18|20|21|22|23|24|25|26|33,4|6|7|15|19,0,,13,0.6,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,5,fold,64.0,13,1|2|3|4|5|6|7|8|9|10|11|13|15|18|19|20|21|22|23|24|25|26|33,12|14|16|17,0,,13,0.4,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,7,0.0,6,0,0,7,,,
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,5,fold,64.0,13,1|2|3|4|5|6|7|8|9|10|11|13|15|18|19|20|21|22|23|24|25|26|33,12|14|16|17,0,,13,0.5,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,7,0.0,6,0,0,7,,,
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,5,fold,64.0,13,1|2|3|4|5|6|7|8|9|10|11|13|15|18|19|20|21|22|23|24|25|26|33,12|14|16|17,0,,13,0.6,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,7,0.0,6,0,0,7,,,
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,all,aggregate,,77,,,0,,13,0.4,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,42,0.0,35,0,0,42,0.0,0.0,0.0
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,all,aggregate,,77,,,0,,13,0.5,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,42,0.0,35,0,0,42,0.0,0.0,0.0
activity_post_1d_strict_no_overlap,compact13_indicator,random_forest_balanced_depth3,all,aggregate,,77,,,0,,13,0.6,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,42,0.0,35,0,0,42,0.0,0.0,0.0
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,1,fold,62.0,15,1|2|3|4|5|6|7|10|11|12|13|14|15|16|17|19|20|21|26,8|9|18|22|23|24|25|33,0,,13,0.4,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,8,0.0,7,0,0,8,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,1,fold,62.0,15,1|2|3|4|5|6|7|10|11|12|13|14|15|16|17|19|20|21|26,8|9|18|22|23|24|25|33,0,,13,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,8,0.0,7,0,0,8,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,1,fold,62.0,15,1|2|3|4|5|6|7|10|11|12|13|14|15|16|17|19|20|21|26,8|9|18|22|23|24|25|33,0,,13,0.6,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,8,0.0,7,0,0,8,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,2,fold,60.0,17,1|3|4|5|6|7|8|9|12|14|15|16|17|18|19|21|22|23|24|25|26|33,2|10|11|13|20,0,,13,0.4,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,2,fold,60.0,17,1|3|4|5|6|7|8|9|12|14|15|16|17|18|19|21|22|23|24|25|26|33,2|10|11|13|20,0,,13,0.5,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,2,fold,60.0,17,1|3|4|5|6|7|8|9|12|14|15|16|17|18|19|21|22|23|24|25|26|33,2|10|11|13|20,0,,13,0.6,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,3,fold,62.0,15,2|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|24|25|33,1|3|5|21|26,0,,13,0.4,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,9,0.0,6,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,3,fold,62.0,15,2|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|24|25|33,1|3|5|21|26,0,,13,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,9,0.0,6,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,3,fold,62.0,15,2|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|24|25|33,1|3|5|21|26,0,,13,0.6,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,9,0.0,6,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,4,fold,60.0,17,1|2|3|5|8|9|10|11|12|13|14|16|17|18|20|21|22|23|24|25|26|33,4|6|7|15|19,0,,13,0.4,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,4,fold,60.0,17,1|2|3|5|8|9|10|11|12|13|14|16|17|18|20|21|22|23|24|25|26|33,4|6|7|15|19,0,,13,0.5,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,4,fold,60.0,17,1|2|3|5|8|9|10|11|12|13|14|16|17|18|20|21|22|23|24|25|26|33,4|6|7|15|19,0,,13,0.6,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,9,0.0,8,0,0,9,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,5,fold,64.0,13,1|2|3|4|5|6|7|8|9|10|11|13|15|18|19|20|21|22|23|24|25|26|33,12|14|16|17,0,,13,0.4,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,7,0.0,6,0,0,7,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,5,fold,64.0,13,1|2|3|4|5|6|7|8|9|10|11|13|15|18|19|20|21|22|23|24|25|26|33,12|14|16|17,0,,13,0.5,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,7,0.0,6,0,0,7,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,5,fold,64.0,13,1|2|3|4|5|6|7|8|9|10|11|13|15|18|19|20|21|22|23|24|25|26|33,12|14|16|17,0,,13,0.6,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,7,0.0,6,0,0,7,,,
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,all,aggregate,,77,,,0,,13,0.4,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,42,0.0,35,0,0,42,0.0,0.0,0.0
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,all,aggregate,,77,,,0,,13,0.5,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,42,0.0,35,0,0,42,0.0,0.0,0.0
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,all,aggregate,,77,,,0,,13,0.6,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,42,0.0,35,0,0,42,0.0,0.0,0.0
activity_no_overlap,compact13,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.4,14,0.7142857142857143,0.7142857142857143,0.6888888888888889,1.0,1.0,0.42857142857142855,0.6,0.6363636363636364,1.0,0.7777777777777778,7,7,0.5714285714285714,3,4,0,7,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.5,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,1.0,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.6,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,1.0,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.4,18,0.7222222222222222,0.725,0.7213622291021672,0.7625,0.6666666666666666,0.75,0.7058823529411765,0.7777777777777778,0.7,0.7368421052631579,8,10,0.25,6,2,3,7,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.5,18,0.7777777777777778,0.8,0.775,0.7625,0.6666666666666666,1.0,0.8,1.0,0.6,0.75,8,10,0.0,8,0,4,6,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.6,18,0.7222222222222222,0.75,0.7142857142857142,0.7625,0.6153846153846154,1.0,0.7619047619047619,1.0,0.5,0.6666666666666666,8,10,0.0,8,0,5,5,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.4,15,0.6,0.5892857142857143,0.5833333333333333,0.7321428571428571,0.6,0.42857142857142855,0.5,0.6,0.75,0.6666666666666666,7,8,0.5714285714285714,3,4,2,6,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.5,15,0.5333333333333333,0.5267857142857143,0.5248868778280543,0.7321428571428571,0.5,0.42857142857142855,0.46153846153846156,0.5555555555555556,0.625,0.5882352941176471,7,8,0.5714285714285714,3,4,3,5,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.6,15,0.6666666666666666,0.6696428571428572,0.6666666666666666,0.7321428571428571,0.625,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.625,0.6666666666666666,7,8,0.2857142857142857,5,2,3,5,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.4,15,0.7333333333333333,0.6944444444444444,0.7,0.7962962962962963,0.75,0.5,0.6,0.7272727272727273,0.8888888888888888,0.8,6,9,0.5,3,3,1,8,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.5,15,0.6,0.6111111111111112,0.5982142857142857,0.7962962962962963,0.5,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.5555555555555556,0.625,6,9,0.3333333333333333,4,2,4,5,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.6,15,0.5333333333333333,0.6111111111111112,0.49760765550239233,0.7962962962962963,0.46153846153846156,1.0,0.631578947368421,1.0,0.2222222222222222,0.36363636363636365,6,9,0.0,6,0,7,2,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.4,19,0.631578947368421,0.5297619047619048,0.4904214559386973,0.8809523809523809,0.5,0.14285714285714285,0.2222222222222222,0.6470588235294118,0.9166666666666666,0.7586206896551724,7,12,0.8571428571428571,1,6,1,11,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.5,19,0.8421052631578947,0.8452380952380952,0.8347826086956522,0.8809523809523809,0.75,0.8571428571428571,0.8,0.9090909090909091,0.8333333333333334,0.8695652173913043,7,12,0.14285714285714285,6,1,2,10,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.6,19,0.7894736842105263,0.8035714285714286,0.7840909090909092,0.8809523809523809,0.6666666666666666,0.8571428571428571,0.75,0.9,0.75,0.8181818181818182,7,12,0.14285714285714285,6,1,3,9,,,
activity_no_overlap,compact13,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.4,81,0.6790123456790124,0.6524844720496894,0.6508620689655172,0.8105590062111802,0.6956521739130435,0.45714285714285713,0.5517241379310345,0.6724137931034483,0.8478260869565217,0.75,35,46,0.5428571428571428,16,19,7,39,0.07729792045017049,0.11040889210924149,0.19378085666072192
activity_no_overlap,compact13,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.5,81,0.7283950617283951,0.7369565217391305,0.7280219780219781,0.8105590062111802,0.6511627906976745,0.8,0.717948717948718,0.8157894736842105,0.6739130434782609,0.7380952380952381,35,46,0.2,28,7,15,31,0.1339827109855354,0.09855583548674733,0.21842561792723264
activity_no_overlap,compact13,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.6,81,0.7160493827160493,0.739751552795031,0.7144827586206897,0.8105590062111802,0.6153846153846154,0.9142857142857143,0.735632183908046,0.896551724137931,0.5652173913043478,0.6933333333333334,35,46,0.08571428571428572,32,3,20,26,0.08878253274396579,0.1906811067057315,0.11428571428571428
activity_no_overlap,compact13,logistic_balanced,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.4,14,0.35714285714285715,0.3571428571428571,0.3262032085561497,0.5102040816326531,0.25,0.14285714285714285,0.18181818181818182,0.4,0.5714285714285714,0.47058823529411764,7,7,0.8571428571428571,1,6,3,4,,,
activity_no_overlap,compact13,logistic_balanced,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.5,14,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5102040816326531,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,7,0.42857142857142855,4,3,3,4,,,
activity_no_overlap,compact13,logistic_balanced,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.6,14,0.5,0.5,0.49743589743589745,0.5102040816326531,0.5,0.5714285714285714,0.5333333333333333,0.5,0.42857142857142855,0.46153846153846156,7,7,0.42857142857142855,4,3,4,3,,,
activity_no_overlap,compact13,logistic_balanced,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.4,18,0.6666666666666666,0.6625,0.6625,0.625,0.625,0.625,0.625,0.7,0.7,0.7,8,10,0.375,5,3,3,7,,,
activity_no_overlap,compact13,logistic_balanced,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.5,18,0.6111111111111112,0.625,0.609907120743034,0.625,0.5454545454545454,0.75,0.631578947368421,0.7142857142857143,0.5,0.5882352941176471,8,10,0.25,6,2,5,5,,,
activity_no_overlap,compact13,logistic_balanced,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.6,18,0.6666666666666666,0.6875,0.6625,0.625,0.5833333333333334,0.875,0.7,0.8333333333333334,0.5,0.625,8,10,0.125,7,1,5,5,,,
activity_no_overlap,compact13,logistic_balanced,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.4,15,0.4666666666666667,0.45535714285714285,0.4444444444444444,0.48214285714285715,0.4,0.2857142857142857,0.3333333333333333,0.5,0.625,0.5555555555555556,7,8,0.7142857142857143,2,5,3,5,,,
activity_no_overlap,compact13,logistic_balanced,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.5,15,0.5333333333333333,0.5267857142857143,0.5248868778280543,0.48214285714285715,0.5,0.42857142857142855,0.46153846153846156,0.5555555555555556,0.625,0.5882352941176471,7,8,0.5714285714285714,3,4,3,5,,,
activity_no_overlap,compact13,logistic_balanced,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.6,15,0.4666666666666667,0.4732142857142857,0.4642857142857143,0.48214285714285715,0.4444444444444444,0.5714285714285714,0.5,0.5,0.375,0.42857142857142855,7,8,0.42857142857142855,4,3,5,3,,,
activity_no_overlap,compact13,logistic_balanced,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.4,15,0.4,0.41666666666666663,0.4,0.35185185185185186,0.3333333333333333,0.5,0.4,0.5,0.3333333333333333,0.4,6,9,0.5,3,3,6,3,,,
activity_no_overlap,compact13,logistic_balanced,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.5,15,0.3333333333333333,0.3611111111111111,0.33035714285714285,0.35185185185185186,0.3,0.5,0.375,0.4,0.2222222222222222,0.2857142857142857,6,9,0.5,3,3,7,2,,,
activity_no_overlap,compact13,logistic_balanced,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.6,15,0.4,0.4722222222222222,0.354066985645933,0.35185185185185186,0.38461538461538464,0.8333333333333334,0.5263157894736842,0.5,0.1111111111111111,0.18181818181818182,6,9,0.16666666666666666,5,1,8,1,,,
activity_no_overlap,compact13,logistic_balanced,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.4,19,0.631578947368421,0.5892857142857143,0.5907692307692307,0.5714285714285714,0.5,0.42857142857142855,0.46153846153846156,0.6923076923076923,0.75,0.72,7,12,0.5714285714285714,3,4,3,9,,,
activity_no_overlap,compact13,logistic_balanced,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.5,19,0.5789473684210527,0.5773809523809523,0.5681818181818181,0.5714285714285714,0.4444444444444444,0.5714285714285714,0.5,0.7,0.5833333333333334,0.6363636363636364,7,12,0.42857142857142855,4,3,5,7,,,
activity_no_overlap,compact13,logistic_balanced,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.6,19,0.5263157894736842,0.5654761904761905,0.5263157894736842,0.5714285714285714,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.7142857142857143,0.4166666666666667,0.5263157894736842,7,12,0.2857142857142857,5,2,7,5,,,
activity_no_overlap,compact13,logistic_balanced,all,aggregate,,81,,,0,,13,0.4,81,0.5185185185185185,0.5043478260869565,0.5036920659858601,0.5211180124223602,0.4375,0.4,0.417910447761194,0.5714285714285714,0.6086956521739131,0.5894736842105263,35,46,0.6,14,21,18,28,0.11282838190886342,0.14489342396530638,0.16766706563293574
activity_no_overlap,compact13,logistic_balanced,all,aggregate,,81,,,0,,13,0.5,81,0.5308641975308642,0.5357142857142857,0.5302197802197802,0.5211180124223602,0.46511627906976744,0.5714285714285714,0.5128205128205128,0.6052631578947368,0.5,0.5476190476190477,35,46,0.42857142857142855,20,15,23,23,0.0910962808017612,0.14479723183538673,0.10690449676496976
activity_no_overlap,compact13,logistic_balanced,all,aggregate,,81,,,0,,13,0.6,81,0.5185185185185185,0.5419254658385093,0.5137755887332616,0.5211180124223602,0.46296296296296297,0.7142857142857143,0.5617977528089888,0.6296296296296297,0.3695652173913043,0.4657534246575342,35,46,0.2857142857142857,25,10,29,17,0.08131290324304036,0.13378137119347994,0.12713037213535708
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.4,14,0.7142857142857143,0.7142857142857143,0.6888888888888889,1.0,1.0,0.42857142857142855,0.6,0.6363636363636364,1.0,0.7777777777777778,7,7,0.5714285714285714,3,4,0,7,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.5,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,1.0,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.6,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,1.0,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.4,18,0.7222222222222222,0.725,0.7213622291021672,0.7625,0.6666666666666666,0.75,0.7058823529411765,0.7777777777777778,0.7,0.7368421052631579,8,10,0.25,6,2,3,7,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.5,18,0.7777777777777778,0.8,0.775,0.7625,0.6666666666666666,1.0,0.8,1.0,0.6,0.75,8,10,0.0,8,0,4,6,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.6,18,0.7222222222222222,0.75,0.7142857142857142,0.7625,0.6153846153846154,1.0,0.7619047619047619,1.0,0.5,0.6666666666666666,8,10,0.0,8,0,5,5,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.4,15,0.6,0.5892857142857143,0.5833333333333333,0.7321428571428571,0.6,0.42857142857142855,0.5,0.6,0.75,0.6666666666666666,7,8,0.5714285714285714,3,4,2,6,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.5,15,0.5333333333333333,0.5267857142857143,0.5248868778280543,0.7321428571428571,0.5,0.42857142857142855,0.46153846153846156,0.5555555555555556,0.625,0.5882352941176471,7,8,0.5714285714285714,3,4,3,5,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.6,15,0.6666666666666666,0.6696428571428572,0.6666666666666666,0.7321428571428571,0.625,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.625,0.6666666666666666,7,8,0.2857142857142857,5,2,3,5,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.4,15,0.7333333333333333,0.6944444444444444,0.7,0.7962962962962963,0.75,0.5,0.6,0.7272727272727273,0.8888888888888888,0.8,6,9,0.5,3,3,1,8,,,
