sample_id,manufacturer,event_source,source_event_id,substation_id,manufacturer_substation_id,label,y,window_policy,window_start,window_end,sample_count,expected_sample_count,coverage_rate,main_eligible,sensitivity_no_long_anomaly_eligible,exclude_reason,hard_normal_metadata,pre_event_eligible,fault_label,fault_label_unknown,training_end_missing,low_coverage_flag,long_anomaly_flag,anomaly_metadata_missing,anomaly_start_to_report_days,special_event_reason,common10_ready,dhw_supply_available,dhw_storage_available,dhw_return_available,multi_circuit_available,system_capability_group,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,outdoor_temperature__last_minus_first,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,p_net_meter_flow__last_1d_std_minus_prev_6d_std,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_minus_first,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,s_hc1_supply_temperature_error__last_minus_first,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,outdoor_temperature__mean,outdoor_temperature__std,outdoor_temperature__min,outdoor_temperature__max,outdoor_temperature__median,outdoor_temperature__missing_rate,s_hc1_supply_temperature__mean,s_hc1_supply_temperature__std,s_hc1_supply_temperature__min,s_hc1_supply_temperature__max,s_hc1_supply_temperature__median,s_hc1_supply_temperature__last_minus_first,s_hc1_supply_temperature__missing_rate,s_hc1_supply_temperature_setpoint__mean,s_hc1_supply_temperature_setpoint__std,s_hc1_supply_temperature_setpoint__min,s_hc1_supply_temperature_setpoint__max,s_hc1_supply_temperature_setpoint__median,s_hc1_supply_temperature_setpoint__last_minus_first,s_hc1_supply_temperature_setpoint__missing_rate,p_hc1_return_temperature__mean,p_hc1_return_temperature__std,p_hc1_return_temperature__min,p_hc1_return_temperature__max,p_hc1_return_temperature__median,p_hc1_return_temperature__last_minus_first,p_hc1_return_temperature__missing_rate,p_net_meter_energy__mean,p_net_meter_energy__std,p_net_meter_energy__min,p_net_meter_energy__max,p_net_meter_energy__median,p_net_meter_energy__last_minus_first,p_net_meter_energy__missing_rate,p_net_meter_volume__mean,p_net_meter_volume__std,p_net_meter_volume__min,p_net_meter_volume__max,p_net_meter_volume__median,p_net_meter_volume__last_minus_first,p_net_meter_volume__missing_rate,p_net_meter_heat_power__mean,p_net_meter_heat_power__std,p_net_meter_heat_power__min,p_net_meter_heat_power__max,p_net_meter_heat_power__median,p_net_meter_heat_power__last_minus_first,p_net_meter_heat_power__missing_rate,p_net_meter_flow__mean,p_net_meter_flow__std,p_net_meter_flow__min,p_net_meter_flow__max,p_net_meter_flow__median,p_net_meter_flow__last_minus_first,p_net_meter_flow__missing_rate,p_net_supply_temperature__mean,p_net_supply_temperature__std,p_net_supply_temperature__min,p_net_supply_temperature__max,p_net_supply_temperature__median,p_net_supply_temperature__last_minus_first,p_net_supply_temperature__missing_rate,p_net_return_temperature__mean,p_net_return_temperature__std,p_net_return_temperature__min,p_net_return_temperature__max,p_net_return_temperature__median,p_net_return_temperature__last_minus_first,p_net_return_temperature__missing_rate,s_dhw_supply_temperature__mean,s_dhw_supply_temperature__std,s_dhw_supply_temperature__min,s_dhw_supply_temperature__max,s_dhw_supply_temperature__median,s_dhw_supply_temperature__last_minus_first,s_dhw_supply_temperature__missing_rate,s_dhw_supply_temperature_setpoint__mean,s_dhw_supply_temperature_setpoint__std,s_dhw_supply_temperature_setpoint__min,s_dhw_supply_temperature_setpoint__max,s_dhw_supply_temperature_setpoint__median,s_dhw_supply_temperature_setpoint__last_minus_first,s_dhw_supply_temperature_setpoint__missing_rate,s_dhw_upper_storage_temperature__mean,s_dhw_upper_storage_temperature__std,s_dhw_upper_storage_temperature__min,s_dhw_upper_storage_temperature__max,s_dhw_upper_storage_temperature__median,s_dhw_upper_storage_temperature__last_minus_first,s_dhw_upper_storage_temperature__missing_rate,s_dhw_lower_storage_temperature__mean,s_dhw_lower_storage_temperature__std,s_dhw_lower_storage_temperature__min,s_dhw_lower_storage_temperature__max,s_dhw_lower_storage_temperature__median,s_dhw_lower_storage_temperature__last_minus_first,s_dhw_lower_storage_temperature__missing_rate,p_dhw_return_temperature__mean,p_dhw_return_temperature__std,p_dhw_return_temperature__min,p_dhw_return_temperature__max,p_dhw_return_temperature__median,p_dhw_return_temperature__last_minus_first,p_dhw_return_temperature__missing_rate,p_dhw_return_temperature_setpoint__mean,p_dhw_return_temperature_setpoint__std,p_dhw_return_temperature_setpoint__min,p_dhw_return_temperature_setpoint__max,p_dhw_return_temperature_setpoint__median,p_dhw_return_temperature_setpoint__last_minus_first,p_dhw_return_temperature_setpoint__missing_rate,system_group__dhw_return,system_group__dhw_storage,system_group__dhw_storage_return,system_group__dhw_supply,system_group__heating_common_only
M1_normal_0002,M1,normal_events,2,9,M1_9,normal,0,normal_event_7d,2019-01-02 00:00:00,2019-01-09 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,1,1,0,0,dhw_storage,2.0175,0.4477777777777785,3.46,-0.8015277777777712,0.07712384259259863,-5.417196031083975,-0.03703703703703809,0.11416087962963051,2.6400000000000006,-0.20273148148147868,0.11739082614358853,-0.0799999999999983,-0.16921296296295907,8.137098214285714,1.3246059751344512,4.73,10.57,8.06,0.0,46.05279761904762,3.566924127155387,38.83,55.67,45.845,1.490000000000002,0.0,46.01712301587301,3.517727307998521,40.0,55.2,45.79,1.5700000000000003,0.0,39.16090773809524,2.6363331493994955,33.09,47.58,39.095,3.6400000000000006,0.0,421170.96180555556,583.9079387472458,420196.0,422198.0,421145.0,2002.0,0.0,9137.942212301587,11.751906986696907,9118.2,9158.5,9137.4,40.29999999999927,0.0,11.953819444444445,3.442427967675981,5.6,30.0,11.6,0.7000000000000011,0.0,240.65277777777777,61.218760029794275,125.0,541.0,232.0,-3.0,0.0,88.42162698412699,1.6849616510832122,83.0,93.0,89.0,5.0,0.0,45.573412698412696,1.6638569949131115,39.0,51.0,46.0,1.0,0.0,61.04450396825397,1.132329716684076,51.52,63.63,61.34,0.6300000000000026,0.0,60.0,0.0,60.0,60.0,60.0,0.0,0.0,61.059756944444445,0.451716046162304,59.51,61.55,61.25,0.5600000000000023,0.0,57.896631944444444,0.8309537993881777,37.41,58.68,57.94,0.3399999999999963,0.0,,,,,,,1.0,,,,,,,1.0,0,1,0,0,0
M1_normal_0004,M1,normal_events,4,15,M1_15,normal,0,normal_event_7d,2019-03-01 00:00:00,2019-03-08 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,1,1,0,1,dhw_storage,5.370833333333333,-3.565277777777778,-3.5,-1.974305555555567,-0.7550925925925824,-24.730324103631915,-0.6346809921096863,-0.09684347109041547,-7.133333333333333,-0.6008101851851819,0.1711642833240954,0.75,-1.166087962962962,8.00625,2.2159573303385045,3.1,14.7,7.8,0.0,74.6358134920635,3.3039669418013817,62.9,82.3,76.0,3.25,0.0,74.78665674603175,3.2175506176927207,58.5,77.0,77.0,2.5,0.0,53.703125,4.250695864629855,44.1,63.2,55.6,2.200000000000003,0.0,414379.68344965106,1627.4986768361014,411703.0,417202.3333333333,414276.0,5499.333333333314,0.00496031746031746,8980.734593718842,38.22054942686823,8916.04,9046.136666666667,8979.446666666667,130.09666666666635,0.00496031746031746,33.65204386839481,11.151063763319057,20.0,100.0,31.33333333333333,7.666666666666668,0.00496031746031746,789.3915752741775,199.59868154933974,428.0,1609.0,797.1428571428571,281.83333333333337,0.00496031746031746,92.29910269192423,1.9829990004355134,89.0,97.0,92.0,3.8333333333333144,0.00496031746031746,54.58175473579262,4.236589958054871,37.0,62.0,56.42857142857143,9.333333333333336,0.00496031746031746,59.56140873015873,1.2404971320107752,47.2,72.8,59.35,0.8000000000000043,0.0,60.02232142857143,0.13454718244066316,60.0,61.0,60.0,0.0,0.0,57.657589285714295,2.4232094195173444,42.4,60.8,58.3,0.6000000000000014,0.0,24.3405753968254,14.48269083409235,11.8,56.2,16.8,-0.6500000000000004,0.0,,,,,,,1.0,,,,,,,1.0,0,1,0,0,0
M1_normal_0008,M1,normal_events,8,6,M1_6,normal,0,normal_event_7d,2020-06-02 00:00:00,2020-06-09 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,0,0,0,0,heating_common_only,-0.17289351851852075,-3.078009259259261,-0.06999999999999673,0.6668749999999939,1.9352384259259274,1.8993690957557448,1.9554976851851826,-0.020259259259259088,0.120000000000001,1.5350507330246899,-1.9083951308938207,-10.330000000000002,6.232616705246919,19.016711474867723,2.723859202163647,12.875,24.47,18.925,0.0,37.31601306216932,10.329503593032555,22.71,65.76,34.41,-10.209999999999997,0.0,34.11034970238095,13.912801208434741,10.0,51.085,40.73,0.12000000000000455,0.0,29.249823743386248,3.746508974579022,21.27,39.63,30.355,0.120000000000001,0.0,198241.1609126984,107.07396804497898,198008.0,198381.0,198286.0,373.0,0.0,3525.5629050925922,2.0759942426702924,3521.0,3528.4,3526.4,7.400000000000091,0.0,2.388376322751323,4.0946839121896215,0.0,16.1,0.1,0.1,0.0,47.899652777777774,80.75535740291895,0.0,432.0,2.0,1.0,0.0,64.13315145502645,20.09813390501302,23.0,81.0,74.0,-4.0,0.0,29.71969246031746,3.78763681195335,22.0,40.0,31.0,0.0,0.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,0,0,0,0,1
M1_normal_0012,M1,normal_events,12,19,M1_19,normal,0,normal_event_7d,2017-09-30 00:00:00,2017-10-07 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,1,1,1,1,dhw_storage_return,5.41875,-5.7416666666666725,-4.800000000000001,-0.28680555555556,0.1899305555555557,-279.051657460315,-0.2633622685185273,0.45329282407407323,13.714999999999996,0.41458333333333997,-2.9045726351063337,-0.05000000000000426,0.3733796296296319,11.176488095238097,3.1438885928075218,4.4,17.6,11.1,0.0,47.45818452380952,4.309726791519187,36.6,58.4,47.275,3.5999999999999943,0.0,47.438988095238095,4.238802682644942,38.0,58.2,47.2,3.6499999999999986,0.0,39.86185515873016,2.849399621887299,33.2,47.5,39.7,2.1999999999999957,0.0,8898315.590277778,8017.623994872485,8885600.0,8912650.0,8897606.666666668,27050.0,0.0,231298.99320436508,162.75208022770911,231042.8,231589.4833333333,231282.43333333335,546.6833333333198,0.0,160.54265873015873,73.29523683598389,50.0,380.0,133.5,212.33333333333331,0.0,3250.410714285714,1210.1485486853273,1224.0,7020.0,2880.0,3288.0,0.0,87.89265376984127,0.7077804826244598,85.72,89.14,88.02666666666667,1.75,0.0,46.48865575396825,3.4469018544762045,36.59,54.11,47.652499999999996,-11.515,0.0,60.64067460317461,1.2812801840307693,53.1,69.7,60.7,0.25,0.0,60.24156746031746,0.3778703946218138,60.0,61.0,60.0,0.5,0.0,58.29042658730159,5.873329728507442,19.0,61.4,60.1,-0.10000000000000142,0.0,27.394444444444442,17.792952693815995,14.1,61.0,16.1,-0.40000000000000036,0.0,50.02713293650794,8.919099324044394,30.0,57.3,55.5,-13.100000000000001,0.0,,,,,,,1.0,0,0,1,0,0
M1_normal_0014,M1,normal_events,14,26,M1_26,normal,0,normal_event_7d,2019-12-08 00:00:00,2019-12-15 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,1,1,1,1,dhw_storage_return,-0.063194444444445,-1.4286111111111115,2.7899999999999996,2.1424999999999983,0.45984953703703724,-14.370468132192343,1.3356481481481524,-0.8757986111111116,-12.829999999999998,0.5037731481481629,0.3283574799727189,-22.25,0.7028530092592646,5.069732142857143,2.1262185996297,0.38,9.8,5.215,0.0,62.535,5.701583718129663,42.31,75.05,63.515,-24.809999999999995,0.0,61.92005456349206,2.7063957211764484,54.71,65.0,62.58,-2.559999999999995,0.0,33.872232142857136,1.8564197994805334,29.78,40.73,33.56,-0.8299999999999983,0.0,87302.41071428571,786.6805616107191,85964.0,88657.0,87283.0,2693.0,0.0,1718.5881448412697,12.85582795202999,1696.9,1740.6,1718.35,43.69999999999982,0.0,15.754017857142857,7.765524084900721,0.0,46.7,15.649999999999999,5.699999999999999,0.0,255.9206349206349,120.7884405554567,0.0,705.0,255.0,214.0,0.0,91.69940476190476,2.1495245974163586,86.0,97.0,91.0,-3.0,0.0,38.90376984126984,4.816232645897404,31.0,56.0,38.0,12.0,0.0,59.557500000000005,3.075447283252225,54.77,66.26,58.3,-7.040000000000006,0.0,60.0,0.0,60.0,60.0,60.0,0.0,0.0,57.28827380952381,0.2701997101435863,56.32,57.77,57.31,0.28000000000000114,0.0,50.91370039682539,8.79749036113627,13.57,53.99,53.36,0.35999999999999943,0.0,54.94242063492063,1.1600985366480427,51.84,56.16,55.54,-0.11999999999999744,0.0,60.0,0.0,60.0,60.0,60.0,0.0,0.0,0,0,1,0,0
M1_normal_0016,M1,normal_events,16,17,M1_17,normal,0,normal_event_7d,2017-10-15 00:00:00,2017-10-22 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,0,1,0,0,dhw_storage,4.05347222222222,-0.7749999999999986,5.500000000000002,-0.5326388888889042,-0.8207175925926009,158.26732381782995,-0.08737960526316613,0.2512476959920755,0.9628000000000156,-1.6495370370370352,0.4064804532942521,7.599999999999994,-2.5107638888888744,13.326339285714287,3.267897634924558,6.5,19.2,13.9,0.0,66.81354166666667,3.1462078232238064,58.8,72.7,68.075,0.7999999999999972,0.0,66.5375,3.7475921502483667,49.4,74.5,67.9,-6.799999999999997,0.0,64.34201388888889,2.8791633436349016,58.6,68.8,65.875,2.75,0.0,1558203.6450597544,1874.4837966662956,1554346.0,1561445.88,1558304.5,7099.879999999888,0.4880952380952381,44378.143206169254,70.30072588533466,44237.67,44501.0828,44380.823333333334,263.41279999999824,0.4880952380952381,53.44125322997416,26.213947133209526,0.0,123.0,49.666666666666664,-22.28,0.4880952380952381,2080.708688630491,984.7130006200333,0.0,4860.0,1956.708333333333,-913.4,0.4880952380952381,89.81184077842376,0.9843504531582559,83.05,91.62,90.00666666666666,-0.7732000000000028,0.4880952380952381,67.39231506782946,1.131027527274931,60.97,69.09,67.61625000000001,-1.4628000000000156,0.4880952380952381,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,0,1,0,0,0
M1_normal_0017,M1,normal_events,17,2,M1_2,normal,0,normal_event_7d,2018-02-27 00:00:00,2018-03-06 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,0,0,0,0,heating_common_only,2.561805555555556,-1.3958333333333348,-3.6499999999999995,0.2930555555555614,-0.16099537037037948,11.148237263581699,-0.36226851851851904,0.20127314814814828,-2.1499999999999986,1.19774305555557,-0.29916647254190476,1.0999999999999943,1.1585648148148167,8.103075396825396,2.5433904120221325,3.4,13.2,7.25,0.0,48.65252976190476,4.960574328418538,38.8,59.9,48.975,1.0999999999999943,0.0,48.64895833333333,4.943707561197854,40.0,59.8,49.0,0.0,0.0,42.93313492063492,4.103361148126637,34.1,52.3,43.1,-0.14999999999999858,0.0,256739.83482142858,393.3765984760732,256131.0,257536.8333333333,256679.91666666666,1405.833333333314,0.0,4987.679816468254,7.194516930745187,4976.64,5002.011666666666,4986.679166666667,25.371666666665988,0.0,8.063492063492063,3.6396828858014914,0.0,29.0,7.333333333333333,2.666666666666666,0.0,152.13392857142858,63.80097235716526,1.0,433.0,136.33333333333331,33.16666666666666,0.0,91.57142857142857,3.0279819045380916,85.0,99.0,92.0,0.16666666666668561,0.0,43.17857142857143,4.072138231416286,30.0,52.0,43.333333333333336,2.0,0.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,0,0,0,0,1
M1_normal_0018,M1,normal_events,18,16,M1_16,normal,0,normal_event_7d,2018-11-30 00:00:00,2018-12-07 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,0,0,1,0,dhw_return,1.4777777777777779,-0.6458333333333335,-6.8,-4.06666666666667,-0.32864583333333286,-1.4644697307250851,-0.6082870370370301,0.2796412037037038,0.45666666666667055,-0.05428240740739909,-0.8472005165436358,0.14999999999999147,0.007986111111108585,2.0501984126984127,2.290039456996463,-3.0,7.0,1.2,0.0,69.95590277777777,1.4506848336491236,52.9,80.6,70.0,0.14999999999999147,0.0,69.99315476190476,0.16184320214485007,65.4,70.0,70.0,0.0,0.0,49.51641865079365,2.4429382296282345,45.1,63.2,48.325,-2.799999999999997,0.0,1779566.8353174604,992.47603203217,1777990.0,1781366.6666666667,1779457.5,3376.6666666667443,0.0,47149.43273809524,25.20384748837189,47107.1,47193.43333333333,47147.333333333336,86.33333333332848,0.0,19.70188492063492,3.838405285159609,0.0,40.0,19.5,6.5,0.0,513.9285714285714,78.4917525312023,0.0,960.0,510.0,-10.0,0.0,84.84613095238095,4.155692377114096,77.19,93.5,85.22166666666666,10.203333333333333,0.0,50.01065972222222,2.3096249663725237,45.88,54.43,48.9725,-3.2566666666666677,0.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,66.0,0.0,66.0,66.0,66.0,0.0,0.0,1,0,0,0,0
M1_normal_0019,M1,normal_events,19,8,M1_8,normal,0,normal_event_7d,2018-02-01 00:00:00,2018-02-08 00:00:00,1008,1008,1.0,True,True,,True,False,,False,False,False,False,False,,,1,1,1,1,0,dhw_storage_return,-1.5215277777777771,-0.44722222222222197,3.25,1.4444444444444429,1.7191550925925867,14.744565494709022,1.554986105328389,-0.2483123057408716,11.366666666666667,-2.1304976851851833,-0.6649759298839824,2.8500000000000014,-2.207291666666663,4.832738095238095,1.3382052520018222,1.9,7.9,4.7,0.0,55.33204365079366,6.965675481300648,35.6,74.9,57.0,-6.549999999999997,0.0,55.33467261904762,6.763367546379901,40.0,67.6,57.1,-9.399999999999999,0.0,36.89935515873016,4.299871615937483,26.8,47.6,36.8,1.1999999999999957,0.0,226192.05141723354,906.3621728650019,224559.0,227706.66666666663,226101.3333333333,3147.666666666628,0.125,3787.300930839002,14.16417038276036,3761.85,3811.2133333333336,3785.78,49.363333333333685,0.125,17.54126984126984,5.448483037335004,1.0,48.0,16.5,16.0,0.125,284.5188775510204,77.98494633477259,26.0,670.0,274.75,132.0,0.125,94.8109410430839,2.2517632810202683,89.0,103.0,94.33333333333331,4.666666666666686,0.125,39.93287981859411,4.124439056011215,23.0,48.0,40.0,-10.166666666666671,0.125,60.045386904761905,1.0701770033777935,52.6,62.7,60.2,-0.5,0.0,60.05853174603175,0.22058415183282887,60.0,61.0,60.0,1.0,0.0,58.18745039682539,2.876862534632902,43.1,61.4,58.8,-5.049999999999997,0.0,34.44742063492063,21.179240343352237,9.6,60.9,36.4,12.450000000000003,0.0,55.51269841269841,6.623040475431494,19.3,58.4,57.2,-33.099999999999994,0.0,,,,,,,1.0,0,0,1,0,0
M1_normal_0021,M1,normal_events,21,1,M1_1,normal,0,normal_event_7d,2019-12-01 00:00:00,2019-12-08 00:00:00,1008,1008,1.0,True,True,,False,False,,False,False,False,False,False,,,1,1,1,0,0,dhw_storage,1.677671296296296,-2.1318055555555553,-2.0624999999999996,-1.4591874999999987,6.143344411375658,-86.83394522753377,3.7090374228395007,2.4343069885361555,1.0499999999999972,9.71842792383157,-2.9483005820680024,-1.3475000000000037,9.581254147376555,9.228329872921389,3.5460775329855916,2.72,17.39,8.805,0.0,49.573969848356015,7.903986727523514,28.13,65.43,51.50083333333333,2.789999999999999,0.0,49.299052000661376,7.734131042451738,29.45,64.55,51.3,4.137500000000003,0.0,41.12133524659864,5.332216084156352,27.015,53.02,41.98,1.7999999999999972,0.0,1214570.6913194447,1910.5562780619023,1211466.5,1218239.0,1214380.0,6772.5,0.0,24284.41424685847,33.014141274653554,24231.675,24347.2,24281.3,115.52500000000146,0.0,40.78572172619047,23.81506812325213,3.1,152.1,36.6,3.6499999999999986,0.0,686.3368220899471,354.05673647372555,62.0,2003.0,639.0,94.5,0.0,95.44546957671957,2.6467629766955603,90.0,103.25,95.0,-4.25,0.0,44.75797784391535,4.83635585260647,26.0,61.0,45.0,0.75,0.0,60.333612079554044,3.023424405321755,37.78,74.24,59.74,1.282500000000006,0.0,61.08693783068783,0.26963913211378526,61.0,62.0,61.0,0.0,0.0,57.91265610827664,4.7667539911588115,37.59,67.64,60.120000000000005,10.994999999999997,0.0,24.500912781084658,17.469072183452223,10.025,57.05,12.6975,40.265,0.0,,,,,,,1.0,,,,,,,1.0,0,1,0,0,0
